subnum,group,block,trial,cue,flank,location,direction,rt,error
19,Control,1,45,None,Incongruent,down,right,403.49641907183576,0
19,Control,1,46,Center,Incongruent,down,right,443.994409102753,0
19,Control,1,47,Double,Incongruent,down,right,492.497970204795,0
19,Control,1,48,Spatial,Incongruent,down,right,431.982765875002,0
19,Control,2,1,None,Neutral,up,left,355.11668158225916,0
19,Control,2,2,Center,Neutral,up,left,382.2997377113988,0
19,Control,2,3,Double,Neutral,up,left,341.7998637612081,0
19,Control,2,4,Spatial,Neutral,up,left,322.4061120212523,0
19,Control,2,5,None,Congruent,up,left,386.9473809254907,0
19,Control,2,6,Center,Congruent,up,left,412.39525358754145,0
19,Control,2,7,Double,Congruent,up,left,339.53871237485725,0
19,Control,2,8,Spatial,Congruent,up,left,320.01643975866676,0
19,Control,2,9,None,Incongruent,up,left,507.331068483043,0
19,Control,2,10,Center,Incongruent,up,left,586.5049621653319,0
19,Control,2,11,Double,Incongruent,up,left,470.61427731311744,0
19,Control,2,12,Spatial,Incongruent,up,left,336.6552654803129,0
19,Control,2,13,None,Neutral,down,left,462.5830740462951,0
19,Control,2,14,Center,Neutral,down,left,423.97783180132706,0
19,Control,2,15,Double,Neutral,down,left,422.9602850193347,0
19,Control,2,16,Spatial,Neutral,down,left,302.1523193600524,0
19,Control,2,17,None,Congruent,down,left,399.1776545455454,0
19,Control,2,18,Center,Congruent,down,left,338.56346577181637,0
19,Control,2,19,Double,Congruent,down,left,304.87081435680574,1
19,Control,2,20,Spatial,Congruent,down,left,361.3055227996206,0
19,Control,2,21,None,Incongruent,down,left,511.2439424687296,0
19,Control,2,22,Center,Incongruent,down,left,446.27149618247216,0
19,Control,2,23,Double,Incongruent,down,left,540.7112354954079,0
19,Control,2,24,Spatial,Incongruent,down,left,393.5305611510477,0
19,Control,2,25,None,Neutral,up,right,380.3127935460587,0
19,Control,2,26,Center,Neutral,up,right,316.44972725466874,0
19,Control,2,27,Double,Neutral,up,right,318.91879380070105,0
19,Control,2,28,Spatial,Neutral,up,right,355.4710573662336,0
19,Control,2,29,None,Congruent,up,right,370.22033361046664,1
19,Control,2,30,Center,Congruent,up,right,452.52737002924323,0
19,Control,2,31,Double,Congruent,up,right,394.3388604952738,0
19,Control,2,32,Spatial,Congruent,up,right,390.87503029522304,0
19,Control,2,33,None,Incongruent,up,right,559.1950316077756,0
19,Control,2,34,Center,Incongruent,up,right,421.5717881614155,0
19,Control,2,35,Double,Incongruent,up,right,450.1116243866861,1
19,Control,2,36,Spatial,Incongruent,up,right,391.61804052951237,0
19,Control,2,37,None,Neutral,down,right,417.55001871069226,0
19,Control,2,38,Center,Neutral,down,right,411.8177662499537,0
19,Control,2,39,Double,Neutral,down,right,424.85328620407836,0
19,Control,2,40,Spatial,Neutral,down,right,367.7896706648223,0
19,Control,2,41,None,Congruent,down,right,436.4154779494735,0
19,Control,2,42,Center,Congruent,down,right,377.8709065969968,0
19,Control,2,43,Double,Congruent,down,right,315.305406096228,0
19,Control,2,44,Spatial,Congruent,down,right,335.1044451787261,0
19,Control,2,45,None,Incongruent,down,right,628.6724483700067,1
19,Control,2,46,Center,Incongruent,down,right,601.0675644270794,0
19,Control,2,47,Double,Incongruent,down,right,499.4194298462818,0
19,Control,2,48,Spatial,Incongruent,down,right,500.56349621018796,0
19,Control,3,1,None,Neutral,up,left,451.6746046380757,1
19,Control,3,2,Center,Neutral,up,left,403.92935126957536,0
19,Control,3,3,Double,Neutral,up,left,314.66167551301737,0
19,Control,3,4,Spatial,Neutral,up,left,366.2025919759999,0
19,Control,3,5,None,Congruent,up,left,448.66657913340055,0
19,Control,3,6,Center,Congruent,up,left,391.81509062335397,0
19,Control,3,7,Double,Congruent,up,left,300.10417468810465,0
19,Control,3,8,Spatial,Congruent,up,left,357.14472954810583,0
19,Control,3,9,None,Incongruent,up,left,443.4765602222431,0
19,Control,3,10,Center,Incongruent,up,left,453.62374729948,0
19,Control,3,11,Double,Incongruent,up,left,448.9721493254481,0
19,Control,3,12,Spatial,Incongruent,up,left,456.30855582560514,0
19,Control,3,13,None,Neutral,down,left,516.5479670694422,1
19,Control,3,14,Center,Neutral,down,left,417.4089349432111,0
19,Control,3,15,Double,Neutral,down,left,356.55304390025606,0
19,Control,3,16,Spatial,Neutral,down,left,328.2071383689061,0
19,Control,3,17,None,Congruent,down,left,475.1319873839187,0
19,Control,3,18,Center,Congruent,down,left,368.82325559946617,0
19,Control,3,19,Double,Congruent,down,left,355.49290381137024,0
19,Control,3,20,Spatial,Congruent,down,left,283.3553165178996,0
19,Control,3,21,None,Incongruent,down,left,427.8177423261179,0
19,Control,3,22,Center,Incongruent,down,left,514.0868403670706,0
19,Control,3,23,Double,Incongruent,down,left,477.4619964259352,0
19,Control,3,24,Spatial,Incongruent,down,left,413.9833382750706,1
19,Control,3,25,None,Neutral,up,right,424.06009064614204,0
19,Control,3,26,Center,Neutral,up,right,416.69499187147414,0
19,Control,3,27,Double,Neutral,up,right,417.33340056683005,0
19,Control,3,28,Spatial,Neutral,up,right,279.15751169264934,0
19,Control,3,29,None,Congruent,up,right,424.63888910510354,0
19,Control,3,30,Center,Congruent,up,right,345.9700998122662,0
19,Control,3,31,Double,Congruent,up,right,399.6443783074286,0
19,Control,3,32,Spatial,Congruent,up,right,402.319906553525,0
19,Control,3,33,None,Incongruent,up,right,564.0921703440868,0
19,Control,3,34,Center,Incongruent,up,right,411.7958213092161,0
19,Control,3,35,Double,Incongruent,up,right,473.361655645283,0
19,Control,3,36,Spatial,Incongruent,up,right,354.5265300341258,0
19,Control,3,37,None,Neutral,down,right,481.0693840318636,0
19,Control,3,38,Center,Neutral,down,right,400.2747482559813,0
19,Control,3,39,Double,Neutral,down,right,347.8965848372394,1
19,Control,3,40,Spatial,Neutral,down,right,409.3952963341601,0
19,Control,3,41,None,Congruent,down,right,366.52242581797714,0
19,Control,3,42,Center,Congruent,down,right,425.90266615317535,0
19,Control,3,43,Double,Congruent,down,right,340.282221944497,0
19,Control,3,44,Spatial,Congruent,down,right,426.31842448387044,0
19,Control,3,45,None,Incongruent,down,right,545.9122186352562,0
19,Control,3,46,Center,Incongruent,down,right,427.3102489382552,0
19,Control,3,47,Double,Incongruent,down,right,474.4637062313823,0
19,Control,3,48,Spatial,Incongruent,down,right,444.4685424266538,0
19,Control,4,1,None,Neutral,up,left,447.0671987296306,0
19,Control,4,2,Center,Neutral,up,left,426.5997963769254,0
19,Control,4,3,Double,Neutral,up,left,333.32787183409886,1
19,Control,4,4,Spatial,Neutral,up,left,357.1731300907471,0
19,Control,4,5,None,Congruent,up,left,430.8046305952712,0
19,Control,4,6,Center,Congruent,up,left,357.0863973061214,0
19,Control,4,7,Double,Congruent,up,left,484.04234578151636,0
19,Control,4,8,Spatial,Congruent,up,left,298.65418713271794,0
19,Control,4,9,None,Incongruent,up,left,504.46285799873687,0
19,Control,4,10,Center,Incongruent,up,left,472.1034446410344,0
19,Control,4,11,Double,Incongruent,up,left,499.2522819006508,0
19,Control,4,12,Spatial,Incongruent,up,left,321.25059639381954,0
19,Control,4,13,None,Neutral,down,left,467.08008935335226,0
19,Control,4,14,Center,Neutral,down,left,357.81414070564944,0
19,Control,4,15,Double,Neutral,down,left,380.69202111738946,0
19,Control,4,16,Spatial,Neutral,down,left,381.34212354946817,0
19,Control,4,17,None,Congruent,down,left,416.93983395075185,0
19,Control,4,18,Center,Congruent,down,left,342.7473696899881,0
19,Control,4,19,Double,Congruent,down,left,438.16176488669214,0
19,Control,4,20,Spatial,Congruent,down,left,296.33846100503763,0
19,Control,4,21,None,Incongruent,down,left,539.5969664006395,0
19,Control,4,22,Center,Incongruent,down,left,460.06665768626686,0
19,Control,4,23,Double,Incongruent,down,left,537.646748120121,0
19,Control,4,24,Spatial,Incongruent,down,left,384.1649878890579,0
19,Control,4,25,None,Neutral,up,right,439.34976164391264,0
19,Control,4,26,Center,Neutral,up,right,338.94311289278016,0
19,Control,4,27,Double,Neutral,up,right,300.3152281909191,0
19,Control,4,28,Spatial,Neutral,up,right,382.98916146702084,0
19,Control,4,29,None,Congruent,up,right,479.1697439875577,0
19,Control,4,30,Center,Congruent,up,right,405.381256299582,1
19,Control,4,31,Double,Congruent,up,right,455.541993274172,0
19,Control,4,32,Spatial,Congruent,up,right,314.0392296610568,0
19,Control,4,33,None,Incongruent,up,right,505.46706878610786,0
19,Control,4,34,Center,Incongruent,up,right,381.91455195597234,0
19,Control,4,35,Double,Incongruent,up,right,422.0233299199684,1
19,Control,4,36,Spatial,Incongruent,up,right,312.09284093857195,0
19,Control,4,37,None,Neutral,down,right,430.8695233190321,0
19,Control,4,38,Center,Neutral,down,right,458.08393951422977,0
19,Control,4,39,Double,Neutral,down,right,364.3078134689817,0
19,Control,4,40,Spatial,Neutral,down,right,338.2381134544061,0
19,Control,4,41,None,Congruent,down,right,427.68767641449847,0
19,Control,4,42,Center,Congruent,down,right,343.196309491349,0
19,Control,4,43,Double,Congruent,down,right,389.3709751772931,0
19,Control,4,44,Spatial,Congruent,down,right,410.78576714090025,0
19,Control,4,45,None,Incongruent,down,right,521.6182537457605,0
19,Control,4,46,Center,Incongruent,down,right,557.0165902289413,0
19,Control,4,47,Double,Incongruent,down,right,389.41148795629033,0
19,Control,4,48,Spatial,Incongruent,down,right,419.68867217426833,0
19,Control,5,1,None,Neutral,up,left,433.1481834802628,0
19,Control,5,2,Center,Neutral,up,left,463.61543676205906,0
19,Control,5,3,Double,Neutral,up,left,419.4167233201696,0
19,Control,5,4,Spatial,Neutral,up,left,354.8246936572958,0
19,Control,5,5,None,Congruent,up,left,392.95552036083586,0
19,Control,5,6,Center,Congruent,up,left,432.32321597954353,0
19,Control,5,7,Double,Congruent,up,left,386.1199055225678,0
19,Control,5,8,Spatial,Congruent,up,left,310.0619295628657,1
19,Control,5,9,None,Incongruent,up,left,442.41772606805625,0
19,Control,5,10,Center,Incongruent,up,left,487.21800814243795,0
19,Control,5,11,Double,Incongruent,up,left,447.6303259062711,0
19,Control,5,12,Spatial,Incongruent,up,left,284.8786850866218,0
19,Control,5,13,None,Neutral,down,left,415.32730730436697,0
19,Control,5,14,Center,Neutral,down,left,382.00431442217337,0
19,Control,5,15,Double,Neutral,down,left,381.70284291949446,1
19,Control,5,16,Spatial,Neutral,down,left,268.9349162126478,0
19,Control,5,17,None,Congruent,down,left,359.7838592776282,0
19,Control,5,18,Center,Congruent,down,left,344.8872146456754,1
19,Control,5,19,Double,Congruent,down,left,398.7949163952435,0
19,Control,5,20,Spatial,Congruent,down,left,328.70271057963237,0
19,Control,5,21,None,Incongruent,down,left,497.1365593348127,0
19,Control,5,22,Center,Incongruent,down,left,475.60266852911855,0
19,Control,5,23,Double,Incongruent,down,left,478.57589781035705,0
19,Control,5,24,Spatial,Incongruent,down,left,418.2201349409826,0
19,Control,5,25,None,Neutral,up,right,447.4639516106025,0
19,Control,5,26,Center,Neutral,up,right,427.657225654728,0
19,Control,5,27,Double,Neutral,up,right,263.60428838470546,0
19,Control,5,28,Spatial,Neutral,up,right,301.1867821844257,0
19,Control,5,29,None,Congruent,up,right,426.4834166526493,0
19,Control,5,30,Center,Congruent,up,right,443.0344898837325,0
19,Control,5,31,Double,Congruent,up,right,369.79739537911394,0
19,Control,5,32,Spatial,Congruent,up,right,296.58904461451937,0
19,Control,5,33,None,Incongruent,up,right,501.812608365901,1
19,Control,5,34,Center,Incongruent,up,right,520.5456186686488,0
19,Control,5,35,Double,Incongruent,up,right,549.0414548110831,0
19,Control,5,36,Spatial,Incongruent,up,right,417.4306933952183,0
19,Control,5,37,None,Neutral,down,right,503.1768272478854,0
19,Control,5,38,Center,Neutral,down,right,354.8053163157639,0
19,Control,5,39,Double,Neutral,down,right,376.3931182811885,0
19,Control,5,40,Spatial,Neutral,down,right,316.8503528060382,0
19,Control,5,41,None,Congruent,down,right,412.54660974097993,1
19,Control,5,42,Center,Congruent,down,right,449.3579205062108,0
19,Control,5,43,Double,Congruent,down,right,287.80770734076674,0
19,Control,5,44,Spatial,Congruent,down,right,358.8989696038834,0
19,Control,5,45,None,Incongruent,down,right,535.1788621782765,0
19,Control,5,46,Center,Incongruent,down,right,442.9634549696412,0
19,Control,5,47,Double,Incongruent,down,right,467.96716141901493,0
19,Control,5,48,Spatial,Incongruent,down,right,426.3375531117907,0
19,Control,6,1,None,Neutral,up,left,390.0475204366541,1
19,Control,6,2,Center,Neutral,up,left,337.18668619648963,0
19,Control,6,3,Double,Neutral,up,left,433.1474870187533,0
19,Control,6,4,Spatial,Neutral,up,left,305.84440292957584,0
19,Control,6,5,None,Congruent,up,left,406.90490217087313,0
19,Control,6,6,Center,Congruent,up,left,340.2414488338946,0
19,Control,6,7,Double,Congruent,up,left,343.74814349881194,0
19,Control,6,8,Spatial,Congruent,up,left,368.6293408274381,0
19,Control,6,9,None,Incongruent,up,left,495.3612687978389,0
19,Control,6,10,Center,Incongruent,up,left,538.0664790996419,0
19,Control,6,11,Double,Incongruent,up,left,446.42101232757693,0
19,Control,6,12,Spatial,Incongruent,up,left,264.35871926716834,0
19,Control,6,13,None,Neutral,down,left,368.971503078965,0
19,Control,6,14,Center,Neutral,down,left,444.8899521995711,0
19,Control,6,15,Double,Neutral,down,left,425.3020416918167,0
19,Control,6,16,Spatial,Neutral,down,left,412.5611353566585,0
19,Control,6,17,None,Congruent,down,left,416.1380582627414,0
19,Control,6,18,Center,Congruent,down,left,454.36514536954246,0
19,Control,6,19,Double,Congruent,down,left,324.1738760780892,0
19,Control,6,20,Spatial,Congruent,down,left,390.57692633852673,0
19,Control,6,21,None,Incongruent,down,left,468.508698601584,0
19,Control,6,22,Center,Incongruent,down,left,465.96935374047615,0
19,Control,6,23,Double,Incongruent,down,left,492.6901293094402,0
19,Control,6,24,Spatial,Incongruent,down,left,341.93733985790436,0
19,Control,6,25,None,Neutral,up,right,470.5659650584149,0
19,Control,6,26,Center,Neutral,up,right,389.4368161659298,0
19,Control,6,27,Double,Neutral,up,right,377.9342205338009,0
19,Control,6,28,Spatial,Neutral,up,right,381.5845087348806,0
19,Control,6,29,None,Congruent,up,right,415.17228606388164,0
19,Control,6,30,Center,Congruent,up,right,476.40591456246466,0
19,Control,6,31,Double,Congruent,up,right,429.9967025302128,0
19,Control,6,32,Spatial,Congruent,up,right,215.9040395525393,0
19,Control,6,33,None,Incongruent,up,right,492.8275592863066,1
19,Control,6,34,Center,Incongruent,up,right,447.331380304055,0
19,Control,6,35,Double,Incongruent,up,right,487.71338342817523,0
19,Control,6,36,Spatial,Incongruent,up,right,386.9725166107957,0
19,Control,6,37,None,Neutral,down,right,483.9353919534501,0
19,Control,6,38,Center,Neutral,down,right,382.91546723843965,0
19,Control,6,39,Double,Neutral,down,right,452.39617633746843,1
19,Control,6,40,Spatial,Neutral,down,right,350.5481164136323,1
19,Control,6,41,None,Congruent,down,right,449.8142562129872,0
19,Control,6,42,Center,Congruent,down,right,396.39074835757947,0
19,Control,6,43,Double,Congruent,down,right,423.858255248966,0
19,Control,6,44,Spatial,Congruent,down,right,359.2384115401659,1
19,Control,6,45,None,Incongruent,down,right,487.2333182555106,0
19,Control,6,46,Center,Incongruent,down,right,503.35117985507134,0
19,Control,6,47,Double,Incongruent,down,right,453.46247878013315,0
19,Control,6,48,Spatial,Incongruent,down,right,505.9786356468446,0
