subnum,group,block,trial,cue,flank,location,direction,rt,error
17,Control,3,11,Double,Incongruent,up,left,392.02774348704867,0
17,Control,3,12,Spatial,Incongruent,up,left,445.41930582345935,1
17,Control,3,13,None,Neutral,down,left,343.93309397562285,0
17,Control,3,14,Center,Neutral,down,left,282.67014294538467,0
17,Control,3,15,Double,Neutral,down,left,328.7953072504113,0
17,Control,3,16,Spatial,Neutral,down,left,360.79235526630794,0
17,Control,3,17,None,Congruent,down,left,487.9291998882268,0
17,Control,3,18,Center,Congruent,down,left,427.8449390260678,0
17,Control,3,19,Double,Congruent,down,left,299.9383887520305,0
17,Control,3,20,Spatial,Congruent,down,left,370.8107462621897,0
17,Control,3,21,None,Incongruent,down,left,504.3397925247372,0
17,Control,3,22,Center,Incongruent,down,left,494.66285073200766,0
17,Control,3,23,Double,Incongruent,down,left,415.6971029919035,0
17,Control,3,24,Spatial,Incongruent,down,left,354.85498030240257,0
17,Control,3,25,None,Neutral,up,right,496.4491723822283,0
17,Control,3,26,Center,Neutral,up,right,388.12567897770145,0
17,Control,3,27,Double,Neutral,up,right,414.8892209988718,0
17,Control,3,28,Spatial,Neutral,up,right,341.1555987679744,1
17,Control,3,29,None,Congruent,up,right,417.73051325416606,1
17,Control,3,30,Center,Congruent,up,right,259.2490881016349,0
17,Control,3,31,Double,Congruent,up,right,438.19357250056476,0
17,Control,3,32,Spatial,Congruent,up,right,436.5140011248893,0
17,Control,3,33,None,Incongruent,up,right,581.7767919141174,0
17,Control,3,34,Center,Incongruent,up,right,495.1504857981462,0
17,Control,3,35,Double,Incongruent,up,right,550.9293528721937,0
17,Control,3,36,Spatial,Incongruent,up,right,458.0837255655026,0
17,Control,3,37,None,Neutral,down,right,450.36102431069617,0
17,Control,3,38,Center,Neutral,down,right,430.8918307521211,0
17,Control,3,39,Double,Neutral,down,right,372.85865505975863,0
17,Control,3,40,Spatial,Neutral,down,right,244.65554926217544,0
17,Control,3,41,None,Congruent,down,right,476.3606152839535,0
17,Control,3,42,Center,Congruent,down,right,426.3758544337096,0
17,Control,3,43,Double,Congruent,down,right,429.95497126341115,0
17,Control,3,44,Spatial,Congruent,down,right,258.065976668517,0
17,Control,3,45,None,Incongruent,down,right,462.75203578060916,0
17,Control,3,46,Center,Incongruent,down,right,472.40337150704204,0
17,Control,3,47,Double,Incongruent,down,right,568.0542496638005,0
17,Control,3,48,Spatial,Incongruent,down,right,379.89198714891836,0
17,Control,4,1,None,Neutral,up,left,387.9148632191865,0
17,Control,4,2,Center,Neutral,up,left,498.2871528614918,0
17,Control,4,3,Double,Neutral,up,left,375.78273274112263,0
17,Control,4,4,Spatial,Neutral,up,left,342.17102010453,0
17,Control,4,5,None,Congruent,up,left,391.1084666535409,0
17,Control,4,6,Center,Congruent,up,left,426.7535562804229,0
17,Control,4,7,Double,Congruent,up,left,446.6386850780432,0
17,Control,4,8,Spatial,Congruent,up,left,281.26285064203006,1
17,Control,4,9,None,Incongruent,up,left,507.4446532042583,0
17,Control,4,10,Center,Incongruent,up,left,520.2421648500683,0
17,Control,4,11,Double,Incongruent,up,left,532.1019547277888,0
17,Control,4,12,Spatial,Incongruent,up,left,384.5191278458617,0
17,Control,4,13,None,Neutral,down,left,301.18864211381504,0
17,Control,4,14,Center,Neutral,down,left,370.45227795938314,0
17,Control,4,15,Double,Neutral,down,left,391.93517408556056,0
17,Control,4,16,Spatial,Neutral,down,left,380.3183776714767,0
17,Control,4,17,None,Congruent,down,left,355.8761490456998,1
17,Control,4,18,Center,Congruent,down,left,352.8464909723534,0
17,Control,4,19,Double,Congruent,down,left,356.2648550363138,0
17,Control,4,20,Spatial,Congruent,down,left,314.3953144062954,0
17,Control,4,21,None,Incongruent,down,left,554.9027681566861,0
17,Control,4,22,Center,Incongruent,down,left,414.1665922165827,0
17,Control,4,23,Double,Incongruent,down,left,442.4842180854497,0
17,Control,4,24,Spatial,Incongruent,down,left,350.6942535368056,0
17,Control,4,25,None,Neutral,up,right,356.0218041964118,0
17,Control,4,26,Center,Neutral,up,right,434.095539546562,0
17,Control,4,27,Double,Neutral,up,right,345.4413441663034,0
17,Control,4,28,Spatial,Neutral,up,right,357.03313435894006,0
17,Control,4,29,None,Congruent,up,right,378.7622430944385,0
17,Control,4,30,Center,Congruent,up,right,442.7025929004461,0
17,Control,4,31,Double,Congruent,up,right,270.84327812482076,0
17,Control,4,32,Spatial,Congruent,up,right,351.78742098758875,0
17,Control,4,33,None,Incongruent,up,right,474.3737942090654,0
17,Control,4,34,Center,Incongruent,up,right,513.8285875953819,0
17,Control,4,35,Double,Incongruent,up,right,420.12498733433347,0
17,Control,4,36,Spatial,Incongruent,up,right,465.11694923293203,0
17,Control,4,37,None,Neutral,down,right,387.5552648233063,1
17,Control,4,38,Center,Neutral,down,right,324.0744982262306,0
17,Control,4,39,Double,Neutral,down,right,415.13801342105626,1
17,Control,4,40,Spatial,Neutral,down,right,394.09304423656283,0
17,Control,4,41,None,Congruent,down,right,449.5169616406116,0
17,Control,4,42,Center,Congruent,down,right,357.0347054530227,0
17,Control,4,43,Double,Congruent,down,right,364.62031845290477,0
17,Control,4,44,Spatial,Congruent,down,right,331.4608435295568,0
17,Control,4,45,None,Incongruent,down,right,426.318109174825,0
17,Control,4,46,Center,Incongruent,down,right,485.38107475896516,0
17,Control,4,47,Double,Incongruent,down,right,481.87422564982705,1
17,Control,4,48,Spatial,Incongruent,down,right,376.3106418073845,0
17,Control,5,1,None,Neutral,up,left,372.88448069867883,0
17,Control,5,2,Center,Neutral,up,left,438.77303300051005,1
17,Control,5,3,Double,Neutral,up,left,351.2927176227258,0
17,Control,5,4,Spatial,Neutral,up,left,422.21542563274204,0
17,Control,5,5,None,Congruent,up,left,413.5773179932693,0
17,Control,5,6,Center,Congruent,up,left,387.6461060758409,0
17,Control,5,7,Double,Congruent,up,left,412.7513710488671,0
17,Control,5,8,Spatial,Congruent,up,left,386.4638365046703,0
17,Control,5,9,None,Incongruent,up,left,559.5374301120921,0
17,Control,5,10,Center,Incongruent,up,left,491.96001860277835,0
17,Control,5,11,Double,Incongruent,up,left,508.025460769539,0
17,Control,5,12,Spatial,Incongruent,up,left,481.99752403537923,0
17,Control,5,13,None,Neutral,down,left,447.7382102919365,0
17,Control,5,14,Center,Neutral,down,left,455.9327523229748,1
17,Control,5,15,Double,Neutral,down,left,390.04043973484,0
17,Control,5,16,Spatial,Neutral,down,left,293.4945708610752,0
17,Control,5,17,None,Congruent,down,left,457.92571994535706,0
17,Control,5,18,Center,Congruent,down,left,305.0943392359046,1
17,Control,5,19,Double,Congruent,down,left,400.56157038948913,1
17,Control,5,20,Spatial,Congruent,down,left,279.5434346304742,0
17,Control,5,21,None,Incongruent,down,left,483.6834777989161,0
17,Control,5,22,Center,Incongruent,down,left,513.8823878969291,0
17,Control,5,23,Double,Incongruent,down,left,437.6218640027185,0
17,Control,5,24,Spatial,Incongruent,down,left,337.2811325627846,1
17,Control,5,25,None,Neutral,up,right,424.9584431126274,0
17,Control,5,26,Center,Neutral,up,right,350.20998077164495,1
17,Control,5,27,Double,Neutral,up,right,432.0732972964346,0
17,Control,5,28,Spatial,Neutral,up,right,285.1052645201082,0
17,Control,5,29,None,Congruent,up,right,359.8735325447511,0
17,Control,5,30,Center,Congruent,up,right,342.0297813687632,0
17,Control,5,31,Double,Congruent,up,right,446.6989979028656,0
17,Control,5,32,Spatial,Congruent,up,right,383.1822621583093,0
17,Control,5,33,None,Incongruent,up,right,463.028476694035,0
17,Control,5,34,Center,Incongruent,up,right,402.8734830965742,0
17,Control,5,35,Double,Incongruent,up,right,494.25770443817134,0
17,Control,5,36,Spatial,Incongruent,up,right,337.27610028093824,0
17,Control,5,37,None,Neutral,down,right,422.55686168318425,1
17,Control,5,38,Center,Neutral,down,right,346.0678594909281,0
17,Control,5,39,Double,Neutral,down,right,355.1167645686642,0
17,Control,5,40,Spatial,Neutral,down,right,359.92940250481604,0
17,Control,5,41,None,Congruent,down,right,460.17854686595047,0
17,Control,5,42,Center,Congruent,down,right,394.3950129496094,0
17,Control,5,43,Double,Congruent,down,right,293.88347032893876,0
17,Control,5,44,Spatial,Congruent,down,right,372.169035548568,0
17,Control,5,45,None,Incongruent,down,right,481.1177883658093,0
17,Control,5,46,Center,Incongruent,down,right,535.5140165327517,0
17,Control,5,47,Double,Incongruent,down,right,494.33013570580033,0
17,Control,5,48,Spatial,Incongruent,down,right,387.98840355621485,0
17,Control,6,1,None,Neutral,up,left,532.5176434084542,0
17,Control,6,2,Center,Neutral,up,left,402.5737006642287,0
17,Control,6,3,Double,Neutral,up,left,322.88117598222505,0
17,Control,6,4,Spatial,Neutral,up,left,337.17933763915414,0
17,Control,6,5,None,Congruent,up,left,379.78725140125727,0
17,Control,6,6,Center,Congruent,up,left,311.7184246095396,0
17,Control,6,7,Double,Congruent,up,left,386.4449704379082,0
17,Control,6,8,Spatial,Congruent,up,left,352.3074873818449,0
17,Control,6,9,None,Incongruent,up,left,540.183266986216,0
17,Control,6,10,Center,Incongruent,up,left,555.4009941780604,0
17,Control,6,11,Double,Incongruent,up,left,496.3936076327685,0
17,Control,6,12,Spatial,Incongruent,up,left,410.34988403309427,0
17,Control,6,13,None,Neutral,down,left,434.34315914651387,0
17,Control,6,14,Center,Neutral,down,left,423.27033543376035,0
17,Control,6,15,Double,Neutral,down,left,326.52851562039945,0
17,Control,6,16,Spatial,Neutral,down,left,295.178188161859,0
17,Control,6,17,None,Congruent,down,left,379.1089413664678,0
17,Control,6,18,Center,Congruent,down,left,426.034515624816,0
17,Control,6,19,Double,Congruent,down,left,409.2922210727289,0
17,Control,6,20,Spatial,Congruent,down,left,258.6841778982118,0
17,Control,6,21,None,Incongruent,down,left,536.0850383844164,1
17,Control,6,22,Center,Incongruent,down,left,422.00983551584795,0
17,Control,6,23,Double,Incongruent,down,left,483.3018338974503,0
17,Control,6,24,Spatial,Incongruent,down,left,462.6777156621332,0
17,Control,6,25,None,Neutral,up,right,390.7703045238753,0
17,Control,6,26,Center,Neutral,up,right,408.1846104807788,0
17,Control,6,27,Double,Neutral,up,right,359.110960879058,0
17,Control,6,28,Spatial,Neutral,up,right,400.7290867539705,0
17,Control,6,29,None,Congruent,up,right,462.53224101666274,0
17,Control,6,30,Center,Congruent,up,right,409.2385330409494,1
17,Control,6,31,Double,Congruent,up,right,287.39394229368054,0
17,Control,6,32,Spatial,Congruent,up,right,317.56649667334744,0
17,Control,6,33,None,Incongruent,up,right,407.5121923787108,0
17,Control,6,34,Center,Incongruent,up,right,469.378490510952,0
17,Control,6,35,Double,Incongruent,up,right,463.26856364933906,0
17,Control,6,36,Spatial,Incongruent,up,right,391.73972975934305,0
17,Control,6,37,None,Neutral,down,right,412.85199531182286,1
17,Control,6,38,Center,Neutral,down,right,364.00292186304915,0
17,Control,6,39,Double,Neutral,down,right,311.10804428121855,0
17,Control,6,40,Spatial,Neutral,down,right,303.9797279387673,1
17,Control,6,41,None,Congruent,down,right,401.163278691107,1
17,Control,6,42,Center,Congruent,down,right,395.23706241164825,0
17,Control,6,43,Double,Congruent,down,right,446.85003372707797,1
17,Control,6,44,Spatial,Congruent,down,right,309.5362653353906,0
17,Control,6,45,None,Incongruent,down,right,397.54187034903134,1
17,Control,6,46,Center,Incongruent,down,right,462.74260803248563,0
17,Control,6,47,Double,Incongruent,down,right,425.4551499026807,0
17,Control,6,48,Spatial,Incongruent,down,right,435.3398757715852,0
